gacoan_name,name,rating,review
Mie Gacoan,Desy Susanti,4.0,"(Translated by Google) It depends on individual tastes, yes, but I personally don't like the taste, if the price is very economical, the atmosphere is also comfortable as long as there are no long queues (Original) Tergantung selera masing² ya , tp kalo saya pribadi kurang cocok soal rasa , kalo harga ya sangat ekonomis sekali suasana juga nyaman asal gak ngantri panjang"
Mie Gacoan,Wulan Djofi8,5.0,"(Translated by Google) I often buy Gacoan 'n noodles and it always tastes good. Last Sunday night, March 27, I went to Mie Gacoan Majapahit with my family. As usual, the place is always busy. Luckily as soon as I entered the restaurant I was immediately seated. The menu presentation is not too long. The parking lot is spacious but, it's a bit uphill. (Original) Sering beli mie Gacoan 'n selalu cocok ma rasanya. Hari Minggu malem, 27 Maret lalu aq ke Mie Gacoan Majapahit ma kluarga. Sama seperti biasanya, tempate selalu rame. Untung begitu masuk resto langsung dapet tempat duduk. Penyajian menu ga terlalu lama. Tempat parkir luas tapi, aga nanjak."
Mie Gacoan,Fia Awe,4.0,"(Translated by Google) Delicious as usual pass For dim sum is also solid. There are many kinds. The dimsum sauce is also great. There are also quite a lot of drinking variants. It's just that the table is always sticky, have to ask twice to be cleaned. Enough service Affordable cheap menu Eating spicy noodles can make healing (Original) Enak seperti biasa Pas Untuk dimsum juga mantap. Banyak macamnya. Saus dimsum juga mantap. Varian minum juga cukup banyak. Hanya saja meja selalu lengket, harus minta dua kali dibersihkan. Pelayanan cukup Menu murah terjangkau Makan mie pedas bisa buat healing"
Mie Gacoan,Anggun Noveanto,1.0,"(Translated by Google) Don't order online at this shop anymore, it's been a long time coming the order is processed waiting for the driver to come to the shop not in accordance with the no. 1 appendage (Original) jangan lagi order online di warung ini lama ne puuooooollll orderan diproses nunggu driver datang ke warungnya nggak sesuai dengan embel-embel no 1 nya"
Mie Gacoan,Tantri Fadhillah,1.0,"(Translated by Google) kwkwk ordered at 16.15, waited for 1 hour, the noodles didn't come, even though when it arrived, it was probably quiet. When asked if it hasn't happened yet, what are you trying to do, even though the next table arrived late, everyone arrived. Finally wrapped it, where he was told to be patient. (Original) kwkwk pesen jam 16.15 nunggu 1 jam ga dateng2 mie nya, padahal waktu dateng mayan sepi. Waktu ditanya belum jadi-jadi, apaan coba wkwkwk, padahal meja sebelah dateng telat-telatan udah dateng semua. Akhirnya bungkus, mana ditanggepinnya suruh sabar-sabar mulu."
Mie Gacoan,halim munandar,3.0,"(Translated by Google) Good taste, relatively affordable prices, friendly service, minus only the old food service aaaaaaaaaaaa (Original) Rasa enak, harga relatif terjangkau, pelayanan ramah, minus cuman pelayanan makanan lamaaaaaaaaaaaaa"
Mie Gacoan,Sisi Gelap,1.0,"(Translated by Google) Can this make noodles? If you make noodles, something is stuck, don't use it. What do you mean when people are told to eat flour like this, it's healthy? (Original) Ini bisa buat mie kaga? Kalau buat mie ada yang nempel ya jangan dipakai. maksudnya apaan orang disuruh makan tepung gini situ sehat??"
Mie Gacoan,Kak Sam,1.0,"(Translated by Google) Buy 2 cheese shrimp noodles and drink 2.. The noodles came 10 minutes later, then the receipt (note) was taken by the employee, after 1 hour the shrimp came.. 1 hour 20 minutes after the drink came.. Too long (Original) Beli mie 2 udang keju sm minum 2.. Mie nya selang 10 menit datang, trs struk (nota) diambil sm karyawan, selang 1jam br udang dtg..selang 1 jam 20 menit br minum datang.. Terlalu lama"
Mie Gacoan,Viraf F,4.0,"(Translated by Google) The place is nice, but the service for the queue is not friendly. Which one are you choosing, it's already been checked Oh yeah, if you can, give each chopstick a tissue, Sis. Pity the spiciness is confused to find a tissue.. Love the shrimp cheese ❤️ (Original) Tempatnya enak, tapi pelayanan untuk antri mbaknya kurang ramah. Lagi milih mau mana, uda di plerokin 😔 Oiyaa kalo bisa di tiap sumpit kasih tisu kak. Kasian yang kepedesan bingung nyari tisu.. Sukak banget sama keju udangnya❤️"
Mie Gacoan,Guntur Andika saputra,4.0,"(Translated by Google) The spicy level 3 & 4 devil noodles are the same, the price is affordable... the toilet is clean, but there is no toilet paper and the toilet has mosquitoes. Over all good, and comfortable. (Original) Mie iblis level 3&4 pedesnya sama aja, harga terjangkau lahya... toilet bersih, tapi nggak ada tisu toilet dan toiletnya bernyamuk. Over all bagus, dan nyaman."
Mie Gacoan,Tatas Faiz Romadhani,1.0,"(Translated by Google) Sorry while someone is delivering food, and taking the cleaning staff please improve When people want to eat, it's not cleaned up as soon as possible.. Eating just doesn't taste good (Original) Maaf selagi ada yg mengantar makan, dan mengambil tlong petugas kebersihan nya di tingkatkan Masa org mau makan ga di rapikan secepatnya.. Makan jdi kurang selera aja"
Mie Gacoan,Dinar ardi Utomo (Ardi),5.0,"(Translated by Google) Mie Gacoan is a cool place, every day there are always crowded with visitors, for the food the taste is ordinary, the menu is just that, but the place is really spacious and really cool, Complaint : for my own service, I was quite disappointed, because I ordered food, there was one food that was not given automatic chopsticks, I was confused about how you eat it, so I called the waiter and asked for chopsticks, the response was less responsive and I was still not given chopsticks and not given point where I have to ask for chopsticks. Hopefully my complaint can be a correction for gacoan noodles (Original) Mie Gacoan keren si tempat nya , setiap hari selalu rame pengunjung, untuk masakan si rasa nya biasa aja menu nya juga itu itu aja , tapi untuk tempat nya emang luas banget dan keren banget , Keluhan : untuk pelayanan saya sendiri cukup kecewa , karena saya pesen makanan ada satu makanan yang tidak di kasih sumpit otomatis saya bingung mu makan nya bagaimana, begitu saya panggil pelayan nya dan minta sumpit respon nya kurang tanggap dan saya pun tetap tidak di kasih sumpit dan tidak di arahkan kmn saya harus minta sumpit . Keluhan saya semoga bisa menjadi koreksi untuk mie gacoan"
Mie Gacoan,Gilson Gil,1.0,(Translated by Google) This restaurant hopes that we can predict which menu is spicy and which is not spicy because it seems too busy for a second to put a mark on the packaging. Or maybe they expect us to try everyone's food one by one until we know which one suits our level of spiciness. (Original) Restoran ini berharap kita bisa meramalkan mana menu yg pedas dan mana yg tidak pedas karena rupanya terlalu repot untuk sedetik memberikan tanda pada kemasannya. Atau mungkin mereka berharap kita mencoba satu persatu makanan semua orang hingga kita tau mana yg sesuai dengan level kepedasan kita.
Mie Gacoan,Oktaryan Adetia Bayu Krisna,5.0,"(Translated by Google) Delicious, cheap. Spacious & nice place (Original) Enak, murah. Tempat luas & bagus"
Mie Gacoan,Heri Cahyadi,3.0,"(Translated by Google) The location is on the side of the road, clearly visible, and crowded. When I got there, I had to queue for about 20 minutes, and the location is semi-outdoor. For taste, I think standard. The plus point of this shop is the low price. So, if you have free time, and you're not too hungry, you can try it here (Original) Lokasinya di pinggir jalan, terlihat jelas, dan ramai. Waktu saya kesana, mesti antri sekitar 20 menit, dan lokasinya semi outdoor. Untuk rasa, menurut saya standar. Nilai plus dari warung ini adalah harganya yang murah. Jadi, kalau semisal ada waktu luang, dan tidak terlalu lapar, bisa dicoba kesini"
Mie Gacoan,Yohana Dwi,5.0,"(Translated by Google) tasty, fast service(Original)enak, pelayanannya cepat"
Mie Gacoan,didan _fauzan,1.0,"(Translated by Google) Aj9 bought two shrimp, gave one message at shoppe, lost in cave GK once 2 times this time is worse 4su (Original) Aj9 beli udang nya dua di kasih satu pesen di shoppe rugi di gua GK sekali 2 kali kali ini lebih parah 4su"
Mie Gacoan,Teguh Prakoso,3.0,(Translated by Google) Another queue disrobot queue. The cashier didn't want to know. It's been a long queue at the cashier. Have to wait a long time for the finished food. (Original) Antrian disrobot pengantri lain. Kasir tidak mau tau. Sudah ngantri lama dikasir. Suruh nunggu lama lagi untuk makanan jadi.
Mie Gacoan,Italia Debora,1.0,"(Translated by Google) The service was really joss, because the joss was enough for the last time I was there and gave up, when I first arrived I asked for the table to be cleaned but it hasn't been cleaned even though I told the waiter 4 times until the order came, all the tables had not been cleaned, and the taste of the noodles really irritated us, we ordered 3 portions it tasted bitter then we asked for soy sauce so that it tasted a little sweet but it wasn't given and the spiciness was not according to the level chosen even though the noodles were level 1 but it was so spicy that it tasted bitter, and we were given only 2 chopsticks and then I asked the waiter for 1 more but instead he was told to ask himself to front, and lastly when I came home the parking attendant just asked for money and then left and we called for it to be delivered but pretended not to hear, once this happened 2 times the noodles tasted bitter and this is the 3rd time (Original) Pelayanannya sungguh joss saking joss nya cukup untuk yg terakhir kali kesana dan kapok, awal datang sudah minta meja dibersihkan tp belum kunjung dibersihkan padahal sudah bilang 4x ke pelayannya sampai pesanan datang semua mejannya belum dibersihkan, dan rasa mi nya sungguh bikin jengkel kita pesan 3 porsi rasannya pahit trus kita minta kecap agar rasanya agak manis tp tidak dikasih dan pedasnya tidak sesuai level yg dipilih padahal mi level 1 tp pedas banget sampai rasanya pahit, dan kita disana dikasih sumpit cuma 2 lalu saya minta 1 lagi kepelayannya tp malah disuruh minta sendiri ke depan, dan terakhir waktu pulang tukang parkirnya cuma minta uang lalu pergi dan kita panggil² untuk disbrangkan tp pada pura² nda dengar, dulu pernah kejadian 2x mi rasanya pahit dan ini jadi yg ke 3x kalinya"
Mie Gacoan,Ediana Prima,2.0,"(Translated by Google) The location is okay,, easy to reach... The food menu is varied,, lots,, cheap... the place is very hot,, there is no air-conditioned room,, not child friendly,, tables should not be moved to put together ... (Original) Lokasi oke,,mudah dijangkau... Menu makanan variatif,,banyak,,murah... tempat nya sangat panas,,tdk ada ruang ber AC,, tidak ramah anak,, meja tdk boleh digeser untuk disatukan ... Kid-friendliness: Tidak ramah anak...lokasi sangat panas dan meja tdk bisa digeser untuk disatukan.."
Mie Gacoan,Nanik darwati,5.0,"(Translated by Google) The food is delicious, the place is clean, the service is very fast and the employees are friendly (Original) Makanan nya enak, tempatnya bersih, pelayanannya sangat cepat dan karyawan nya ramah"
Mie Gacoan,yudha pratama,4.0,(Translated by Google) food ok. friendly price. just have to be patient because it's busy. (Original) makanan OK. harga bersahabat. cuma harus sabar karena rame.
